epoch,segment,local_epoch,loss,rmse,implicit_grad_seconds,cumulative_backward_seconds,grad_rate_norm,n_adjoint_queries,sto_cache_hit_rate,sto_cache_hits,sto_exact_queries,sto_kappa_recomputes,rho_max_seen,kappa,eta_max_seen,reason
41,0,41,0.003921783994883299,0.06262414865595618,0.19858481500705238,6.414267272950383,0.007429576640062103,100,0.0,0,100,0,nan,nan,nan,exact
42,0,42,0.0038790134713053703,0.06228172662431068,0.2169789969921112,6.631246269942494,0.007389409375459958,100,0.0,0,100,0,nan,nan,nan,exact
43,0,43,0.0038356801960617304,0.06193286846305224,0.2844724910100922,6.915718760952586,0.007348627053988983,100,0.0,0,100,0,nan,nan,nan,exact
44,0,44,0.003791788825765252,0.06157750259441554,0.1902895810053451,7.106008341957931,0.007306924219794468,100,0.0,0,100,0,nan,nan,nan,exact
45,0,45,0.0037473419215530157,0.06121553660267151,0.2888475030049449,7.394855844962876,0.007263988088742147,100,0.0,0,100,0,nan,nan,nan,exact
46,0,46,0.003702339483425021,0.060846852699420875,0.20300856899120845,7.597864413954085,0.007219711520199197,100,0.0,0,100,0,nan,nan,nan,exact
47,0,47,0.0036567864008247852,0.06047136843849976,0.16334989199822303,7.761214305952308,0.007174076439134032,100,0.0,0,100,0,nan,nan,nan,exact
48,0,48,0.00361068407073617,0.060088967961982584,0.18687265399785247,7.94808695995016,0.007127254852884756,100,0.0,0,100,0,nan,nan,nan,exact
49,0,49,0.0035640352871268988,0.05969954176647337,0.2512302770046517,8.199317236954812,0.007079433279320541,100,0.0,0,100,0,nan,nan,nan,exact
50,0,50,0.0035168433096259832,0.05930297892708243,0.2413646930071991,8.440681929962011,0.007030818858900983,100,0.0,0,100,0,nan,nan,nan,exact
51,0,51,0.0034691093023866415,0.058899145175347334,0.1719594780006446,8.612641407962656,0.0069815045576936755,100,0.0,0,100,0,nan,nan,nan,exact
52,0,52,0.0034208365250378847,0.05848791776972304,0.18126854300498962,8.793909950967645,0.006931464656201737,100,0.0,0,100,0,nan,nan,nan,exact
53,0,53,0.0033720294013619423,0.05806917772245395,0.15810782799962908,8.952017778967274,0.006880598805415324,100,0.0,0,100,0,nan,nan,nan,exact
54,0,54,0.0033226925879716873,0.05764280170126784,0.1809222250012681,9.132940003968542,0.006828721616244414,100,0.0,0,100,0,nan,nan,nan,exact
55,0,55,0.0032728274818509817,0.05720863118316136,0.15973775899328757,9.29267776296183,0.00677565035464052,100,0.0,0,100,0,nan,nan,nan,exact
56,0,56,0.003222441067919135,0.05676654884629798,0.23613090200524312,9.528808664967073,0.006721271271619878,100,0.0,0,100,0,nan,nan,nan,exact
57,0,57,0.003171536372974515,0.056316395241301755,0.18653536299825646,9.71534402796533,0.006665525642785595,100,0.0,0,100,0,nan,nan,nan,exact
58,0,58,0.0031201192177832127,0.0558580273352292,0.18811565800569952,9.903459685971029,0.0066084430153820805,100,0.0,0,100,0,nan,nan,nan,exact
59,0,59,0.0030681961216032505,0.05539130005337707,0.1905284259992186,10.093988111970248,0.0065501086621678785,100,0.0,0,100,0,nan,nan,nan,exact
60,0,60,0.0030157703440636396,0.05491602993720176,0.15953941000043415,10.253527521970682,0.006490592750608721,100,0.0,0,100,0,nan,nan,nan,exact
61,0,61,0.0029628509655594826,0.05443207662361856,0.19180239900015295,10.445329920970835,0.00642994792900981,100,0.0,0,100,0,nan,nan,nan,exact
62,0,62,0.002909446367993951,0.05393928408863016,0.18227005300286692,10.627599973973702,0.0063681656829718,100,0.0,0,100,0,nan,nan,nan,exact
63,0,63,0.002855564933270216,0.053437486217731235,3.3655234619945986,13.9931234359683,0.006305193075569556,100,0.0,0,100,0,nan,nan,nan,exact
64,0,64,0.0028012157417833805,0.052926512654655235,0.24585204300819896,14.2389754789765,0.006240942705228161,100,0.0,0,100,0,nan,nan,nan,exact
65,0,65,0.0027464113663882017,0.05240621495956564,0.18090450600720942,14.419879984983709,0.0061753233554676604,100,0.0,0,100,0,nan,nan,nan,exact
66,0,66,0.0026911639142781496,0.05187642927455734,0.23497313100961037,14.654853115993319,0.006108214959717938,100,0.0,0,100,0,nan,nan,nan,exact
67,0,67,0.0026354899164289236,0.05133702286292928,0.4552557980059646,15.110108913999284,0.006039586315710933,100,0.0,0,100,0,nan,nan,nan,exact
68,0,68,0.0025794056709855795,0.05078784963931412,0.19278508899151348,15.302894002990797,0.005969410815418439,100,0.0,0,100,0,nan,nan,nan,exact
69,0,69,0.0025229291059076786,0.05022876771241435,0.3499001249874709,15.652794127978268,0.00589767601977298,100,0.0,0,100,0,nan,nan,nan,exact
70,0,70,0.002466084435582161,0.049659686221140795,0.20374937400629278,15.85654350198456,0.005824391838602832,100,0.0,0,100,0,nan,nan,nan,exact
71,0,71,0.002408894943073392,0.049080494527596115,0.16493730500224046,16.0214808069868,0.005749556427213143,100,0.0,0,100,0,nan,nan,nan,exact
72,0,72,0.002351387171074748,0.048491104040584064,0.16970299898821395,16.191183805975015,0.005673183369697453,100,0.0,0,100,0,nan,nan,nan,exact
73,0,73,0.0022935946471989155,0.047891488254165955,4.625386849991628,20.816570655966643,0.005595214151622316,100,0.0,0,100,0,nan,nan,nan,exact
74,0,74,0.002235554391518235,0.04728164962771746,0.20271244199830107,21.019283097964944,0.005515646699641263,100,0.0,0,100,0,nan,nan,nan,exact
75,0,75,0.002177301561459899,0.046661564070012686,0.1657280100043863,21.18501110796933,0.0054344064165226975,100,0.0,0,100,0,nan,nan,nan,exact
76,0,76,0.0021188852842897177,0.04603135110215339,0.3370880099973874,21.522099117966718,0.0053514688928084225,100,0.0,0,100,0,nan,nan,nan,exact
77,0,77,0.002060355618596077,0.04539114030949296,0.194420365995029,21.716519483961747,0.005266785085331336,100,0.0,0,100,0,nan,nan,nan,exact
78,0,78,0.0020017647184431553,0.04474108535164469,1.9267046059976565,23.643224089959403,0.005180335478158247,100,0.0,0,100,0,nan,nan,nan,exact
79,0,79,0.0019431806867942214,0.044081523190495825,0.16075844000442885,23.803982529963832,0.00509210550786789,100,0.0,0,100,0,nan,nan,nan,exact
80,0,80,0.0018846708117052913,0.0434127954836508,0.16658688501047436,23.970569414974307,0.005002098068377734,100,0.0,0,100,0,nan,nan,nan,exact
81,0,81,0.001826309016905725,0.04273533686430616,0.3727141039998969,24.343283518974204,0.0049103169999705635,100,0.0,0,100,0,nan,nan,nan,exact
82,0,82,0.00176818307954818,0.04204976907841683,0.9186490470019635,25.261932565976167,0.004816803483716823,100,0.0,0,100,0,nan,nan,nan,exact
83,0,83,0.0017103840364143252,0.041356789483884326,0.31180657900404185,25.57373914498021,0.004721555310630717,100,0.0,0,100,0,nan,nan,nan,exact
84,0,84,0.0016530136344954371,0.040657270376839576,0.30779920099303126,25.88153834597324,0.0046246403616467474,100,0.0,0,100,0,nan,nan,nan,exact
85,0,85,0.0015961825847625732,0.03995225381330286,0.2528834840049967,26.134421829978237,0.004526087725025357,100,0.0,0,100,0,nan,nan,nan,exact
86,0,86,0.0015400063712149858,0.0392429149174088,0.2661960010009352,26.400617830979172,0.0044259518767876494,100,0.0,0,100,0,nan,nan,nan,exact
87,0,87,0.00148461339995265,0.03853068128067099,0.21456961799412966,26.615187448973302,0.00432429710739275,100,0.0,0,100,0,nan,nan,nan,exact
88,0,88,0.001430140109732747,0.03781719330850383,0.20644640299724415,26.821633851970546,0.004221211633285891,100,0.0,0,100,0,nan,nan,nan,exact
89,0,89,0.0013767295749858022,0.03710430669054203,0.14534700301010162,26.966980854980648,0.004116803851620391,100,0.0,0,100,0,nan,nan,nan,exact
90,0,90,0.001324532786384225,0.03639413120798771,0.18452804199478123,27.15150889697543,0.004011188839983567,100,0.0,0,100,0,nan,nan,nan,exact
91,0,91,0.0012737062061205506,0.03568902080641259,0.1746891289949417,27.32619802597037,0.0039045092630633845,100,0.0,0,100,0,nan,nan,nan,exact
92,0,92,0.0012244117679074407,0.03499159567535383,0.36461277000489645,27.690810795975267,0.00379695581768714,100,0.0,0,100,0,nan,nan,nan,exact
93,0,93,0.0011768153635784984,0.03430474258143469,2.784777941997163,30.47558873797243,0.003688714072549783,100,0.0,0,100,0,nan,nan,nan,exact
94,0,94,0.0011310832342132926,0.03363158090565016,0.183523512998363,30.659112250970793,0.003580029801557016,100,0.0,0,100,0,nan,nan,nan,exact
95,0,95,0.001087372424080968,0.03297533053785766,0.18824926800152753,30.84736151897232,0.00347113603094855,100,0.0,0,100,0,nan,nan,nan,exact
96,0,96,0.0010458449833095074,0.03233952664015828,0.18282237900712062,31.03018389797944,0.0033623460180386565,100,0.0,0,100,0,nan,nan,nan,exact
97,0,97,0.0010066493414342403,0.031727737729536284,0.1941160900023533,31.224299987981794,0.0032539709169759293,100,0.0,0,100,0,nan,nan,nan,exact
98,0,98,0.000969920598436147,0.031143548263422825,0.19113056499918457,31.41543055298098,0.0031463658692542492,100,0.0,0,100,0,nan,nan,nan,exact
99,0,99,0.0009357763919979334,0.030590462435176317,0.17343612499826122,31.58886667797924,0.0030399110111246808,100,0.0,0,100,0,nan,nan,nan,exact
100,0,100,0.000904316024389118,0.030071847704940213,0.20076595700811595,31.789632634987356,0.0029350260906169526,100,0.0,0,100,0,nan,nan,nan,exact
101,0,101,0.0008756076567806304,0.02959066840712846,0.3132808730006218,32.10291350798798,0.0028321427427861687,100,0.0,0,100,0,nan,nan,nan,exact
102,0,102,0.0008496947702951729,0.029149524357957764,0.2457075169950258,32.348621024983004,0.0027317373300321623,100,0.0,0,100,0,nan,nan,nan,exact
103,0,103,0.0008265891810879111,0.02875046401517567,0.16930228300043382,32.51792330798344,0.0026342957059190086,100,0.0,0,100,0,nan,nan,nan,exact
104,0,104,0.0008062574197538197,0.02839467238328028,0.374450268005603,32.89237357598904,0.002540288872796332,100,0.0,0,100,0,nan,nan,nan,exact
105,0,105,0.000788641395047307,0.028082759747704765,0.18586481400416233,33.0782383899932,0.002450207775574862,100,0.0,0,100,0,nan,nan,nan,exact
106,0,106,0.0007736405241303146,0.027814394189525585,0.5416378780064406,33.61987626799964,0.0023645091822926704,100,0.0,0,100,0,nan,nan,nan,exact
107,0,107,0.0007611116743646562,0.027588252470293513,0.25587517900567036,33.875751447005314,0.002283603874375651,100,0.0,0,100,0,nan,nan,nan,exact
108,0,108,0.0007508833077736199,0.02740225004946893,1.5208410339982947,35.39659248100361,0.002207857122276089,100,0.0,0,100,0,nan,nan,nan,exact
109,0,109,0.0007427546661347151,0.027253525756032283,0.2577269070025068,35.654319388006115,0.0021375653848575357,100,0.0,0,100,0,nan,nan,nan,exact
110,0,110,0.0007364962948486209,0.02713846522647552,1.4578783190081595,37.112197707014275,0.0020729348153568903,100,0.0,0,100,0,nan,nan,nan,exact
111,0,111,0.000731864885892719,0.02705300142114954,0.1565970529918559,37.26879476000613,0.0020140837554106666,100,0.0,0,100,0,nan,nan,nan,exact
112,0,112,0.0007286042673513293,0.026992670622806653,0.25478753799689,37.52358229800302,0.001961034489408158,100,0.0,0,100,0,nan,nan,nan,exact
113,0,113,0.0007264510495588183,0.026952755880592587,2.7379534439969575,40.26153574199998,0.0019137182035356656,100,0.0,0,100,0,nan,nan,nan,exact
114,0,114,0.0007251544157043099,0.026928691310650614,0.5604557240003487,40.82199146600033,0.0018719725303403285,100,0.0,0,100,0,nan,nan,nan,exact
115,0,115,0.0007244718726724386,0.026916015170757326,0.18583723600022495,41.00782870200055,0.0018355679107464192,100,0.0,0,100,0,nan,nan,nan,exact
116,0,116,0.000724182347767055,0.026910636331514998,1.5473079189978307,42.55513662099838,0.0018042030527108863,100,0.0,0,100,0,nan,nan,nan,exact
117,0,117,0.0007240886916406453,0.02690889614310935,0.47574412800895516,43.03088074900734,0.0017775504230854423,100,0.0,0,100,0,nan,nan,nan,exact
118,0,118,0.0007240248378366232,0.026907709635653185,0.42296039299981203,43.45384114200715,0.001755247134389988,100,0.0,0,100,0,nan,nan,nan,exact
119,0,119,0.0007238544058054686,0.026904542475304584,0.24592961500457022,43.69977075701172,0.001736934249941721,100,0.0,0,100,0,nan,nan,nan,exact
120,0,120,0.000723473378457129,0.026897460446241556,0.3628077939938521,44.06257855100557,0.0017222511323656132,100,0.0,0,100,0,nan,nan,nan,exact
121,0,121,0.0007228099275380373,0.026885124651710977,0.25060370899154805,44.31318225999712,0.0017108658622149618,100,0.0,0,100,0,nan,nan,nan,exact
122,0,122,0.0007218170212581754,0.02686665258751405,0.15550730700488202,44.468689567002,0.0017024648396818404,100,0.0,0,100,0,nan,nan,nan,exact
123,0,123,0.0007204820867627859,0.026841797383237696,0.18342685299285222,44.652116419994854,0.0016967682016657687,100,0.0,0,100,0,nan,nan,nan,exact
124,0,124,0.0007188085583038628,0.026810605332663842,0.18221263198938686,44.83432905198424,0.0016935172861959177,100,0.0,0,100,0,nan,nan,nan,exact
125,0,125,0.0007168193114921451,0.026773481497409803,0.1543557859986322,44.98868483798287,0.0016924885462838294,100,0.0,0,100,0,nan,nan,nan,exact
126,0,126,0.0007145481067709625,0.026731032654406798,0.20218092799768783,45.19086576598056,0.0016934666241385052,100,0.0,0,100,0,nan,nan,nan,exact
127,0,127,0.000712040753569454,0.026684091769619105,1.8915756320056971,47.08244139798626,0.0016962560557364516,100,0.0,0,100,0,nan,nan,nan,exact
128,0,128,0.0007093555759638548,0.026633730042257595,0.22174280999752227,47.30418420798378,0.0017006712801768086,100,0.0,0,100,0,nan,nan,nan,exact
129,0,129,0.0007065291865728796,0.02658061674553244,0.19138175999978557,47.495565967983566,0.0017065263367475136,100,0.0,0,100,0,nan,nan,nan,exact
130,0,130,0.0007036254392005503,0.026525938988102765,0.156163301988272,47.65172926997184,0.0017136484179490253,100,0.0,0,100,0,nan,nan,nan,exact
131,0,131,0.0007006828673183918,0.026470414944205007,0.1927123269997537,47.84444159697159,0.001721852300020957,100,0.0,0,100,0,nan,nan,nan,exact
132,0,132,0.0006977423909120262,0.02641481385344266,0.16968417601310648,48.0141257729847,0.0017309599311595351,100,0.0,0,100,0,nan,nan,nan,exact
133,0,133,0.0006948385271243751,0.026359789967379768,0.21494734899897594,48.229073121983674,0.0017407906188544068,100,0.0,0,100,0,nan,nan,nan,exact
134,0,134,0.0006920005544088781,0.026305903413661316,0.22049947999767028,48.449572601981345,0.0017511645123125354,100,0.0,0,100,0,nan,nan,nan,exact
135,0,135,0.0006892450619488955,0.026253477140159843,0.33563192799920216,48.78520452998055,0.0017619095671255,100,0.0,0,100,0,nan,nan,nan,exact
136,0,136,0.0006865896284580231,0.026202855349332123,3.2538253919919953,52.03902992197254,0.0017728513732944216,100,0.0,0,100,0,nan,nan,nan,exact
137,0,137,0.0006840362912043929,0.02615408746648204,0.2394023759989068,52.27843229797145,0.0017838276088764575,100,0.0,0,100,0,nan,nan,nan,exact
138,0,138,0.0006815892411395907,0.026107264145053398,0.19678232399746776,52.47521462196892,0.001794686501395878,100,0.0,0,100,0,nan,nan,nan,exact
139,0,139,0.0006792452768422663,0.026062334447287457,0.17920322000281885,52.654417841971735,0.0018052807845736058,100,0.0,0,100,0,nan,nan,nan,exact
140,0,140,0.0006769980536773801,0.026019186260861044,0.152477297000587,52.80689513897232,0.0018154863574647271,100,0.0,0,100,0,nan,nan,nan,exact
141,0,141,0.0006748382584191859,0.025977649208871575,0.21967857700656168,53.026573715978884,0.0018251837221092482,100,0.0,0,100,0,nan,nan,nan,exact
142,0,142,0.0006727551808580756,0.025937524570746447,0.15305077499942854,53.17962449097831,0.0018342781458109223,100,0.0,0,100,0,nan,nan,nan,exact
143,0,143,0.0006707311258651316,0.025898477288542113,0.14206377099617384,53.32168826197449,0.0018426755202640872,100,0.0,0,100,0,nan,nan,nan,exact
144,0,144,0.0006687611457891762,0.025860416581895508,0.1420581940037664,53.46374645597825,0.0018503167026111115,100,0.0,0,100,0,nan,nan,nan,exact
145,0,145,0.0006668281275779009,0.02582301546252685,0.3180633750016568,53.78180983097991,0.0018571417244780458,100,0.0,0,100,0,nan,nan,nan,exact
146,0,146,0.000664923049043864,0.025786101858246507,0.17797155400330666,53.959781384983216,0.0018631176722263966,100,0.0,0,100,0,nan,nan,nan,exact
147,0,147,0.0006630327552556992,0.02574942242567198,0.18161008298920933,54.141391467972426,0.0018682184787683074,100,0.0,0,100,0,nan,nan,nan,exact
148,0,148,0.0006611471762880683,0.02571278235213117,0.19202764399233274,54.33341911196476,0.001872426125678624,100,0.0,0,100,0,nan,nan,nan,exact
149,0,149,0.0006592631107196212,0.025676119463805686,0.4506578680011444,54.7840769799659,0.0018757559631396319,100,0.0,0,100,0,nan,nan,nan,exact
150,0,150,0.0006573672872036695,0.025639174854188845,0.22370747200329788,55.0077844519692,0.001878207871590561,100,0.0,0,100,0,nan,nan,nan,exact
151,0,151,0.0006554610445164144,0.0256019734496467,2.4306110930047,57.4383955449739,0.0018798125771368548,100,0.0,0,100,0,nan,nan,nan,exact
152,0,152,0.0006535330321639776,0.02556429213109523,0.2738292120047845,57.712224756978685,0.0018805920114366747,100,0.0,0,100,0,nan,nan,nan,exact
153,0,153,0.0006515912245959044,0.025526284974431834,0.1840337159956107,57.896258472974296,0.0018805949297107407,100,0.0,0,100,0,nan,nan,nan,exact
154,0,154,0.0006496228161267936,0.025487699310192624,0.26261441899987403,58.15887289197417,0.001879855084168476,100,0.0,0,100,0,nan,nan,nan,exact
155,0,155,0.0006476333946920931,0.025448642295652888,0.20959113400022034,58.36846402597439,0.0018784264454602805,100,0.0,0,100,0,nan,nan,nan,exact
156,0,156,0.0006456247647292912,0.02540914726489835,0.15906798699870706,58.5275320129731,0.0018763661573273087,100,0.0,0,100,0,nan,nan,nan,exact
157,0,157,0.0006435915129259229,0.025369105481390604,0.15300037800625432,58.68053239097935,0.0018737192359350218,100,0.0,0,100,0,nan,nan,nan,exact
158,0,158,0.0006415401585400105,0.025328643045769556,0.149019489006605,58.82955187998596,0.0018705506777553574,100,0.0,0,100,0,nan,nan,nan,exact
159,0,159,0.0006394710508175194,0.025287764844238794,0.16726743600156624,58.99681931598752,0.0018669208753465246,100,0.0,0,100,0,nan,nan,nan,exact
160,0,160,0.000637385412119329,0.025246493065757252,0.19923638099862728,59.19605569698615,0.0018628864788945362,100,0.0,0,100,0,nan,nan,nan,exact
161,0,161,0.000635287375189364,0.025204907759985237,0.2592712869954994,59.45532698398165,0.0018585058255800565,100,0.0,0,100,0,nan,nan,nan,exact
162,0,162,0.0006331763579510152,0.02516299580636247,0.15203085799294058,59.60735784197459,0.0018538373961215486,100,0.0,0,100,0,nan,nan,nan,exact
163,0,163,0.0006310558528639376,0.02512082508326384,0.32974953899974935,59.93710738097434,0.0018489332582521968,100,0.0,0,100,0,nan,nan,nan,exact
164,0,164,0.0006289243465289474,0.025078364111898274,0.2911400360026164,60.228247416976956,0.0018438469605151558,100,0.0,0,100,0,nan,nan,nan,exact
165,0,165,0.0006267842836678028,0.02503566024030129,0.3206044110120274,60.54885182798898,0.0018386295400531437,100,0.0,0,100,0,nan,nan,nan,exact
166,0,166,0.0006246395641937852,0.024992790244264148,0.38791223599400837,60.93676406398299,0.0018333261500476123,100,0.0,0,100,0,nan,nan,nan,exact
167,0,167,0.0006224896060302854,0.024949741602475272,0.2848314989969367,61.22159556297993,0.0018279826751088253,100,0.0,0,100,0,nan,nan,nan,exact
168,0,168,0.000620331265963614,0.024906450288301102,0.14706927300721873,61.36866483598715,0.0018226345412242547,100,0.0,0,100,0,nan,nan,nan,exact
169,0,169,0.0006181669887155294,0.02486296419809049,0.19107274399721064,61.55973757998436,0.00181731772412463,100,0.0,0,100,0,nan,nan,nan,exact
170,0,170,0.0006160014308989048,0.02481937611824489,0.1740079080045689,61.73374548798893,0.001812069428427981,100,0.0,0,100,0,nan,nan,nan,exact
171,0,171,0.0006138274329714477,0.02477554102277986,0.30511429099715315,62.03885977898608,0.0018069066480951117,100,0.0,0,100,0,nan,nan,nan,exact
172,0,172,0.0006116483127698302,0.024731524675398204,0.25004347700451035,62.28890325599059,0.0018018626185054537,100,0.0,0,100,0,nan,nan,nan,exact
173,0,173,0.0006094615091569722,0.024687274235058277,0.15961470900219865,62.44851796499279,0.001796946733485452,100,0.0,0,100,0,nan,nan,nan,exact
174,0,174,0.0006072694668546319,0.024642838043833992,0.16511124299722724,62.613629207990016,0.0017921880119396423,100,0.0,0,100,0,nan,nan,nan,exact
175,0,175,0.0006050702068023384,0.0245981748673014,0.5374723030108726,63.15110151100089,0.0017875859553480654,100,0.0,0,100,0,nan,nan,nan,exact
176,0,176,0.000602862739469856,0.024553263316102324,0.25716352699964773,63.408265038000536,0.0017831599873076385,100,0.0,0,100,0,nan,nan,nan,exact
177,0,177,0.0006006467156112194,0.02450809489966977,1.1214643270068336,64.52972936500737,0.001778914096311447,100,0.0,0,100,0,nan,nan,nan,exact
178,0,178,0.0005984260351397097,0.024462747906555993,0.1937806170026306,64.72350998201,0.0017748489460508456,100,0.0,0,100,0,nan,nan,nan,exact
179,0,179,0.0005961910355836153,0.024417023479196134,0.27916375499626156,65.00267373700626,0.001770960157099701,100,0.0,0,100,0,nan,nan,nan,exact
180,0,180,0.0005939518450759351,0.02437112728365135,0.2411206749966368,65.2437944120029,0.0017672582847557514,100,0.0,0,100,0,nan,nan,nan,exact
