epoch,segment,local_epoch,mode,loss,rmse,implicit_grad_seconds,n_adjoint_queries,used_cache,sto_cache_hits,sto_exact_queries,sto_cache_hit_rate,rho,rho_max_seen,kappa,eta,eta_max_seen,reason,grad_rate_norm,sto_kappa_recomputes,sto_warning_queries,midpoint_x,midpoint_y
17,0,17,sto,0.000246973882894963,0.015715402727736985,0.014361844994709827,20,1,20,0,1.0,0.003457479069290935,0.07139690508767473,1029.28552214689,3.558733149147063,68.33657931619716,cache_hit,0.000823942046108265,0,0,0.5023945395832853,-0.16604374209080072
18,0,18,sto,0.00024587431107647717,0.015680379812889646,0.013895420008338988,20,1,20,0,1.0,0.003521417979900237,0.07277807006721274,1029.28552214689,3.6245445441390616,69.85329104640427,cache_hit,0.0008207408429651944,0,0,0.5023906688430424,-0.16593703703402266
19,0,19,sto,0.0002447217993903905,0.015643586525806368,0.013435627988656051,20,1,20,0,1.0,0.0035850297228260594,0.07400868287173833,1029.28552214689,3.6900191901711406,71.26847417201913,cache_hit,0.0008177883228526747,0,0,0.5023699024128642,-0.16585221176205558
20,0,20,sto,0.00024351799220312387,0.015605063031052578,0.01355095200415235,20,1,20,0,1.0,0.0036525968557646247,0.07518259695171028,1029.28552214689,3.75956506187778,72.67649733744697,cache_hit,0.0008150371232873777,0,0,0.5023343020677985,-0.16578624750785104
21,0,21,sto,0.00024226517416536808,0.015564869873062482,0.013422242001979612,20,1,20,0,1.0,0.003730421642367288,0.07639185181155649,1029.28552214689,3.8396689879920727,74.16781766511623,cache_hit,0.00081244367645109,0,0,0.5022859936579744,-0.16573601375219116
22,0,22,sto,0.0002409634180366993,0.015522996425841864,0.013808378993417136,20,1,20,0,1.0,0.00382331485808994,0.07770456739448975,1029.28552214689,3.9352826300410664,75.80396923079587,cache_hit,0.0008099906721991171,0,0,0.5022259249792675,-0.1657000141824171
23,0,23,sto,0.0002396164054516703,0.015479547973105362,0.013456000000587665,20,1,20,0,1.0,0.003936039917069116,0.07919905319311647,1029.28552214689,4.051308901231486,77.65953892513748,cache_hit,0.0008076452080106132,0,0,0.5021559301669435,-0.16567550254340166
24,0,24,sto,0.00023822588264010847,0.015434567782743658,0.014740844999323599,20,1,20,0,1.0,0.0040712413965620685,0.08093458988764578,1029.28552214689,4.190469826646422,79.78745813611079,cache_hit,0.0008053842652630193,0,0,0.5020770743700469,-0.16566080649387532
25,0,25,sto,0.00023679461446590722,0.015388132260476162,0.013749371995800175,20,1,20,0,1.0,0.004231444486731399,0.0829648550185702,1029.28552214689,4.355364547960907,82.23459140453154,cache_hit,0.0008031880170191717,0,0,0.5019905962892758,-0.16565401165186897
26,0,26,sto,0.00023532409977633506,0.015340277043663034,0.014581299998098984,20,1,20,0,1.0,0.00441817808805925,0.08533069469175407,1029.28552214689,4.547566740306013,85.03385733940542,cache_hit,0.0008010364400759067,0,0,0.5018974375062504,-0.16565362015497248
27,0,27,sto,0.00023381714709103107,0.015291080638432035,0.01417759399919305,20,1,20,0,1.0,0.004631996767155034,0.08806628655791988,1029.28552214689,4.767647211063875,88.2107641362178,cache_hit,0.0007989063008083487,0,0,0.5017990043032936,-0.1656574886583666
28,0,28,sto,0.0002322746440768242,0.015240559178613632,0.016356987005565315,20,1,20,0,1.0,0.004872769988846101,0.09118752483253241,1029.28552214689,5.0154716022711545,91.77593526885902,cache_hit,0.0007967893654612043,0,0,0.5016956984370521,-0.16566488823742728
29,0,29,sto,0.00023069907911121845,0.015188781357015397,0.014350917990668677,20,1,20,0,1.0,0.0051398136405424195,0.09470677965150394,1029.28552214689,5.290335766743412,95.73474040987178,cache_hit,0.0007946561188189073,0,0,0.5015888566119378,-0.16567378405267963
30,0,30,sto,0.000229091034270823,0.015135753508524873,0.015405480007757433,20,1,20,0,1.0,0.005431828981746371,0.09862328524415935,1029.28552214689,5.590902929689423,100.08207905299393,cache_hit,0.0007924929064173347,0,0,0.5014791038611999,-0.16568314885262733
31,0,31,sto,0.00022745144087821245,0.015081493323879185,0.02135775399801787,20,1,20,0,1.0,0.005747324081261298,0.10292990434610291,1029.28552214689,5.91563746792843,104.80710924201279,cache_hit,0.0007902809795448688,0,0,0.5013673510504405,-0.16569156461862888
32,0,32,sto,0.000225781841436401,0.015026038780610177,0.01591157799703069,20,1,20,0,1.0,0.006084677766005313,0.10761271168663748,1029.28552214689,6.26287073147835,109.89335970995472,cache_hit,0.0007879954209230693,0,0,0.5012545618929053,-0.16569754416173013
33,0,33,sto,0.00022408203221857548,0.014969369800314757,0.017333527008304372,20,1,20,0,1.0,0.006442213868958156,0.11265310603019836,1029.28552214689,6.630877465892532,115.32176743339494,cache_hit,0.0007856228234764886,0,0,0.5011413085643309,-0.165700167093522
34,0,34,sto,0.0002223522897111252,0.014911481808027168,0.016857007998623885,20,1,20,0,1.0,0.006817875444838502,0.11802877797422474,1029.28552214689,7.017540487173057,121.06932203023031,cache_hit,0.0007831377001055479,0,0,0.5010285066871024,-0.16569803952960535
35,0,35,sto,0.0002205934579251334,0.014852388963568568,0.016340146990842186,20,1,20,0,1.0,0.007210327141144698,0.12371601297518361,1029.28552214689,7.421485336323013,127.11365731760233,cache_hit,0.0007805245337349548,0,0,0.5009167699880063,-0.16569020500896703
36,0,36,sto,0.00021880566782783717,0.01479208125409799,0.014105649999692105,20,1,20,0,1.0,0.007617107843406705,0.12968795749324738,1029.28552214689,7.840178823850041,133.42842897303495,cache_hit,0.0007777566211322789,0,0,0.5008070809433692,-0.16567520223773982
37,0,37,sto,0.00021698900673072785,0.014730546722057801,0.01365403100498952,20,1,20,0,1.0,0.008037457991364171,0.13592029894863306,1029.28552214689,8.272839145374963,139.99052496567103,cache_hit,0.0007748186437829996,0,0,0.5006998571270507,-0.16565237945144076
38,0,38,sto,0.00021514292166102678,0.014667751077142903,0.014338932000100613,20,1,20,0,1.0,0.008469444295634641,0.14238834365237926,1029.28552214689,8.7174763941263,146.77773893140485,cache_hit,0.0007716936370052634,0,0,0.5005956797958391,-0.1656208709666909
39,0,39,sto,0.0002132687222911045,0.014603722891478889,0.014214769995305687,20,1,20,0,1.0,0.008911616803470449,0.1490683287636785,1029.28552214689,9.172598154733079,153.7671982805334,cache_hit,0.0007683653758318338,0,0,0.5004950900967436,-0.16557988270551693
40,0,40,sto,0.00021136642317287624,0.014538446380988453,0.02289961300266441,20,1,20,0,1.0,0.009363105121006469,0.15593905745353775,1029.28552214689,9.637308543391361,160.94084060581238,cache_hit,0.0007648230609692594,0,0,0.5003984439445339,-0.16552889705238671
41,0,41,sto,0.00020943625713698566,0.014471912697946518,0.013931951005361043,20,1,20,0,1.0,0.009822632809152408,0.16298174300962437,1029.28552214689,10.110293739825607,168.2798183656322,cache_hit,0.0007610569601685573,0,0,0.500305968458718,-0.16546759837434055
42,0,42,sto,0.00020747976668644696,0.014404157965200429,0.013993708998896182,20,1,20,0,1.0,0.010289510082069988,0.17018155558090028,1029.28552214689,10.590843757459096,175.77197982252227,cache_hit,0.0007570652905258176,0,0,0.5002176492964335,-0.16539602739863155
43,0,43,sto,0.0002054976357612759,0.014335188724299234,0.014930653996998444,20,1,20,0,1.0,0.010763680561114106,0.17752227997745323,1029.28552214689,11.078900566568661,183.40211103398605,cache_hit,0.0007528427316893443,0,0,0.5001337540290428,-0.1653138390643084
44,0,44,sto,0.0002034911885857582,0.014265033774434542,0.014453411000431515,20,1,20,0,1.0,0.011243512565396853,0.18499730756873423,1029.28552214689,11.572784701639618,191.16500417247389,cache_hit,0.0007484004068259659,0,0,0.5000537551093835,-0.1652218379035938
45,0,45,sto,0.0002014616911765188,0.014193720131682137,0.014142972999252379,20,1,20,0,1.0,0.011730193556879326,0.1925983040082732,1029.28552214689,12.07371840007662,199.053729351531,cache_hit,0.0007437451790110387,0,0,0.4999774379507574,-0.16512039869042053
46,0,46,sto,0.00019941071514040232,0.014121285888346087,0.014208848995622247,20,1,20,0,1.0,0.012223322830822881,0.20032100786387108,1029.28552214689,12.58128922229353,207.06465391328086,cache_hit,0.0007388904660363444,0,0,0.499904353613612,-0.1650102363144001
47,0,47,sto,0.0001973396574612707,0.01404776343270596,0.013750395009992644,20,1,20,0,1.0,0.012722525343813981,0.2081655757531012,1029.28552214689,13.095111141534613,215.199239689872,cache_hit,0.000733855667895029,0,0,0.49983375443947925,-0.16489251447931086
48,0,48,sto,0.00019524992967490107,0.013973186096052005,0.014387091010576114,20,1,20,0,1.0,0.013228620425277464,0.21613139912604343,1029.28552214689,13.616027481714728,223.45738232552773,cache_hit,0.0007286598043542331,0,0,0.499765066426629,-0.16476815626294453
49,0,49,sto,0.00019314275414217263,0.013897580873741036,0.013757923996308818,20,1,20,0,1.0,0.013741896273192576,0.22422168060113506,1029.28552214689,14.144334880841422,231.84256629584712,cache_hit,0.0007233241555863661,0,0,0.4996974840935104,-0.16463842282881475
50,0,50,sto,0.00019101842190138996,0.013820941426016897,0.013853358002961613,20,1,20,0,1.0,0.014263267081656586,0.23244445970841748,1029.28552214689,14.680974305663446,240.36470500081614,cache_hit,0.0007178820663550138,0,0,0.49962988303766,-0.16450504471085983
51,0,51,sto,0.00018887818441726267,0.013743295980850542,0.014560102004907094,20,1,20,0,1.0,0.014793096479685897,0.24080264835737403,1029.28552214689,15.226320034262818,249.02623232870658,cache_hit,0.0007123500892058443,0,0,0.49956163523901004,-0.16436904249751197
52,0,52,sto,0.0001867219980340451,0.013664625791950729,0.015051057009259239,20,1,20,0,1.0,0.015332378053460799,0.24930308071825455,1029.28552214689,15.781394750509914,257.8350307161272,cache_hit,0.000706755974323319,0,0,0.4994918549285533,-0.16423181187182198
53,0,53,sto,0.00018455008103046566,0.013584921090329,0.01422941499913577,20,1,20,0,1.0,0.015880933526655896,0.2579530926321623,1029.28552214689,16.346014957164062,266.7984850098324,cache_hit,0.0007011233341953321,0,0,0.49941969263326835,-0.16409469338323945
54,0,54,sto,0.00018236211326438934,0.013504151704731007,0.01349690200004261,20,1,20,0,1.0,0.016439817182483774,0.2667603625394349,1029.28552214689,16.921265812672225,275.9245744003639,cache_hit,0.000695474549687862,0,0,0.499344333690257,-0.16395897725490255
55,0,55,sto,0.00018015858950093389,0.013422316845497795,0.01251077999768313,20,1,20,0,1.0,0.01700952430791304,0.2757271000015166,1029.28552214689,17.50765710874049,285.2149337928486,cache_hit,0.0006898195296887786,0,0,0.4992654310872567,-0.16382527526080395
56,0,56,sto,0.00017793814186006784,0.013339345630879644,0.013031629991019145,20,1,20,0,1.0,0.017590568483702773,0.28486348009082635,1029.28552214689,18.105717466608635,294.68169382185454,cache_hit,0.0006841869433433002,0,0,0.49918209904276545,-0.16369496900657338
57,0,57,sto,0.00017570210911799222,0.013255267221674267,0.013188158001867123,20,1,20,0,1.0,0.018182880811457094,0.29416586494594815,1029.28552214689,18.71537597015528,304.3195900719007,cache_hit,0.0006785711612178272,0,0,0.499094524443642,-0.1635678796384828
58,0,58,sto,0.00017344977823086083,0.013170033342055775,0.013812994002364576,20,1,20,0,1.0,0.01878703508933696,0.30364154946338423,1029.28552214689,19.337223221520134,314.1364805355299,cache_hit,0.0006729920868069966,1,1,0.49900212356774604,-0.16344493535229843
59,0,59,sto,0.0001711822405923158,0.013083663118267598,0.014935428000171669,20,1,20,0,1.0,0.01940236983973142,0.31328546303940763,1029.28552214689,19.970578371375023,324.127678962199,cache_hit,0.0006674435673351362,2,2,0.4989052380967441,-0.1633257133150629
60,0,60,sto,0.00016889986000023782,0.012996147890826645,0.01380811000126414,20,1,20,0,1.0,0.020029501962903352,0.3230995866943082,1029.28552214689,20.616076386229132,334.29401246774984,cache_hit,0.0006619300854424277,2,2,0.4988037281949805,-0.16321047560575896
61,0,61,sto,0.00016660409164614975,0.012907520739714105,0.013636566000059247,20,1,20,0,1.0,0.020667149285500723,0.3330770235581762,1029.28552214689,21.272397543614336,344.629077165779,cache_hit,0.0006564437112642399,2,2,0.49869808827969964,-0.16309855363114023
62,0,62,sto,0.00016429608513135463,0.012817803444091138,0.014232772009563632,20,1,20,0,1.0,0.021315301072867682,0.34321399012714376,1029.28552214689,21.939530794504776,344.8715416354292,cache_hit,0.0006509807953640476,3,3,0.49858858435426695,-0.16298960404448726
63,0,63,sto,0.00016197818331420422,0.012727064992141912,0.015034374999231659,20,1,20,0,1.0,0.021973303533461035,0.3534998069560262,1029.28552214689,22.61680320073054,360.7973002696023,cache_hit,0.0006455229672969022,4,4,0.4984759401426183,-0.16288260965455995
64,0,64,sto,0.00015965157945174724,0.01263533060318357,0.014815960996202193,20,1,20,0,1.0,0.02264114554709896,0.3639281880054563,1029.28552214689,23.304203316449485,409.3067558657482,cache_hit,0.0006400660304364489,5,5,0.4983605658308728,-0.16277700014145946
65,0,65,sto,0.00015731844177935272,0.012542664859564442,0.01348265701381024,20,1,20,0,1.0,0.023317496174253362,0.37448935604041367,1029.28552214689,24.000361224874478,451.65949250555593,cache_hit,0.0006345936278486618,5,5,0.49824306490748516,-0.16267192784727744
66,0,66,sto,0.0001549810403957963,0.012449138138674352,0.01430188599624671,20,1,20,0,1.0,0.024001002741405805,0.38517115505754673,1029.28552214689,24.70388463873681,429.34002689747734,cache_hit,0.0006290890037416041,5,5,0.49812418389200946,-0.16256632469650736
67,0,67,sto,0.00015264174726326019,0.012354826881152976,0.014081599001656286,20,1,20,0,1.0,0.02469159099900119,0.39596274955062427,1029.28552214689,25.414697134044385,449.16449894721507,cache_hit,0.0006235393551739094,5,5,0.49800451308074956,-0.16245936708364647
68,0,68,sto,0.00015030187205411494,0.012259766394761156,0.013985287005198188,20,1,20,0,1.0,0.025389189976241226,0.406855760695584,1029.28552214689,26.132725661582032,444.00354719628,cache_hit,0.0006179353208805238,7,7,0.4978844708682406,-0.16235047708851902
69,0,69,sto,0.00014796396135352552,0.012164043791170991,0.01497615200059954,20,1,20,0,1.0,0.026091704456548657,0.41783731886957814,1029.28552214689,26.85581364526102,509.16569089530316,cache_hit,0.0006122601296258268,8,8,0.4977647219100356,-0.1622387249104434
70,0,70,sto,0.0001456295431125909,0.012067706621914162,0.014859920993330888,20,1,20,0,1.0,0.026799005280001825,0.4288993947934385,1029.28552214689,27.583828142643938,426.6990135740042,cache_hit,0.0006065089108389676,8,8,0.497645580015035,-0.16212370681482505
71,0,71,sto,0.00014330113481264561,0.011970845200429485,0.013649889006046578,20,1,20,0,1.0,0.027510955483939198,0.4400299018867664,1029.28552214689,28.3166281800462,577.098088828389,cache_hit,0.0006006667434494368,8,8,0.4975275749295038,-0.16200471491306054
72,0,72,sto,0.00014097927487455308,0.011873469369756806,0.015336322991061024,20,1,20,0,1.0,0.028226718963920948,0.45122901883915817,1029.28552214689,29.053353167272892,569.2691817435168,cache_hit,0.0005947426499723866,8,8,0.4974104713383356,-0.1618821641340087
73,0,73,sto,0.00013866639346815646,0.011775669554983124,0.015227710988256149,20,1,20,0,1.0,0.028945443111919524,0.4624835165977098,1029.28552214689,29.793125527225182,477.0877683174393,cache_hit,0.0005887254123558049,8,8,0.49729480811631166,-0.16175535951741554
74,0,74,sto,0.0001363625779049471,0.011677438841841439,0.015085716993780807,20,1,20,0,1.0,0.029668295921555402,0.4737973368289257,1029.28552214689,30.537147458826595,521.0341037088556,cache_hit,0.0005826334019659768,8,8,0.49718008173086464,-0.1616251357720798
75,0,75,sto,0.0001340697635896504,0.011578849838807411,0.01367320099961944,20,1,20,0,1.0,0.030394397879692798,0.48516429307224307,1029.28552214689,31.284513691939924,508.37809918143193,cache_hit,0.0005764626954692012,9,9,0.49706636694616096,-0.16149150312895355
76,0,76,sto,0.00013178848894312978,0.011479916765514015,0.014369071010150947,20,1,20,0,1.0,0.03112354790884995,0.49658260713236796,1029.28552214689,32.03501726042437,610.0087930809082,cache_hit,0.0005702265134163517,9,9,0.4969534878783233,-0.16135483574400258
77,0,77,sto,0.00012951901589985937,0.011380642156744029,0.0198665380012244,20,0,19,1,0.95,0.03185621285736685,0.5080568955878467,1029.28552214689,32.78913868451731,612.7709705304161,cache_hit,0.0005664063652180857,8,8,0.49684086902704055,-0.16121611394972354
78,0,78,sto,0.00012724558473564684,0.011280318467829125,0.019711996996193193,20,0,19,1,0.95,0.0326017660894209,0.5090783900719047,1029.28552214689,33.556525832260355,677.5133618921428,cache_hit,0.0005627453666356195,8,8,0.4967190941725748,-0.16109041814702718
79,0,79,sto,0.00012495717965066433,0.011178424739231568,0.015028219000669196,20,1,20,0,1.0,0.03336732544105617,0.4657879629362094,1029.28552214689,34.3445049892427,692.3552895218113,cache_hit,0.0005570214576949132,8,8,0.4965817196061701,-0.16098822423990794
80,0,80,sto,0.00012265970872249454,0.011075184365169482,0.014598519992432557,20,1,20,0,1.0,0.03414849499771225,0.47643929979599087,1029.28552214689,35.14855150425071,590.5240635458238,cache_hit,0.0005516451484259918,9,9,0.4964313570575773,-0.16090553271515526
81,0,81,sto,0.00012036167026963085,0.010970946644188496,0.017071309994207695,20,1,20,0,1.0,0.03494296787415075,0.4872485539327322,1029.28552214689,35.966290933707256,704.6273192880006,cache_hit,0.000546541042512872,9,9,0.49627134849758237,-0.1608372082721335
82,0,82,sto,0.00011807065311586484,0.01086603207780397,0.014516609997372143,20,1,20,0,1.0,0.03574703164652316,0.4981779130623924,1029.28552214689,36.793902133492985,584.7613014123198,cache_hit,0.0005416335991320451,9,9,0.4961048984612493,-0.1607782661632559
83,0,83,sto,0.00011579514102777466,0.01076081507265015,0.033324977004667744,20,0,18,2,0.9,0.03655690710940787,0.509178230573835,1029.28552214689,37.62749522218223,597.6734755880029,cache_hit,0.0005407461668053628,7,7,0.4959357439751094,-0.1607229284997567
84,0,84,sto,0.00011352598812663928,0.010654857489738625,0.014930129997082986,20,1,20,0,1.0,0.037380194729567724,0.49879316042065364,1029.28552214689,38.47489325017553,641.542714238255,cache_hit,0.0005360814429952007,7,7,0.49575576639348123,-0.1606844148987372
85,0,85,sto,0.00011127444304293022,0.010548670202586211,0.01715343099203892,20,0,19,1,0.95,0.03821194338740253,0.5098263920645238,1029.28552214689,39.331000101750014,655.7335451022117,cache_hit,0.0005341708331745668,6,6,0.4955700405500151,-0.16065479736030008
86,0,86,sto,0.00010904118971666321,0.010442278952252866,0.014526572995237075,20,1,20,0,1.0,0.039054333776185314,0.46771131842650204,1029.28552214689,40.198060332919816,456.1241120820384,cache_hit,0.0005298720641681502,6,6,0.49537571774173644,-0.16063887763962434
87,0,87,sto,0.00010683659638743848,0.01033617900326027,0.014187376989866607,20,1,20,0,1.0,0.03990104280379471,0.4776804328486153,1029.28552214689,41.06956567650924,419.3336944297763,cache_hit,0.0005257324910622588,6,6,0.49517870220321347,-0.1606273781682673
88,0,88,sto,0.00010466729145264253,0.010230703370376962,0.015176449000136927,20,1,20,0,1.0,0.040745570664945684,0.4876295712747169,1029.28552214689,41.93882597704162,423.62683845669494,cache_hit,0.0005216017214648188,6,6,0.49498449187163945,-0.16061164070388406
89,0,89,sto,0.00010253640357404947,0.010126026050433086,0.014351033009006642,20,1,20,0,1.0,0.04158263102730668,0.49748976039945436,1029.28552214689,42.80040008918282,489.16899444265823,cache_hit,0.0005173263076672601,7,7,0.49479810665688684,-0.16058377226544115
90,0,90,sto,0.00010044412920251489,0.010022181858383676,0.021799828013172373,20,0,18,2,0.9,0.042406735548941386,0.5072020641424966,1029.28552214689,43.64863894203721,488.90660160107564,cache_hit,0.0005156826408915775,5,5,0.49462384705744555,-0.16053705162331733
91,0,91,sto,9.838487312663347e-05,0.009918914916795762,0.013856401012162678,20,1,20,0,1.0,0.04322445924161163,0.4999369191506629,1029.28552214689,44.49031010001919,497.6075041084958,cache_hit,0.0005108667228827744,5,5,0.49445521498054396,-0.1604820437781581
92,0,92,sto,9.635889728087932e-05,0.009816256785602103,0.02076408200082369,20,0,19,1,0.95,0.044031700429491116,0.5092822633647526,1029.28552214689,45.321191767584196,491.6385711634968,cache_hit,0.0005069788345236115,5,5,0.49429546510809164,-0.16041363539858014
93,0,93,sto,9.436498658033088e-05,0.009714164224488429,0.014814569003647193,20,1,20,0,1.0,0.04482877147291222,0.44325048813301154,1029.28552214689,46.141605452700055,446.77437113724704,cache_hit,0.0005017566382823288,5,5,0.4941436045936737,-0.16033352660165834
94,0,94,sto,9.240287181455642e-05,0.00961264125069465,0.01396671700058505,20,1,20,0,1.0,0.045614317835305264,0.45089610032876026,1029.28552214689,46.950156950486374,448.39069538980925,cache_hit,0.0004963070180597802,5,5,0.4940016346539734,-0.16023857679979234
95,0,95,sto,9.047238563653082e-05,0.009511697305766769,0.013329541994608007,20,1,20,0,1.0,0.04638540700930993,0.45841739928096004,1029.28552214689,47.74382787357358,506.5137916635366,cache_hit,0.0004905852732211334,5,5,0.4938707081117281,-0.1601269919075036
96,0,96,sto,8.857396460371092e-05,0.009411374214412628,0.014084700989769772,20,1,20,0,1.0,0.047142652760638906,0.46581055568036256,1029.28552214689,48.523249962123735,571.404807521983,cache_hit,0.0004845782647504938,5,5,0.4937511693776427,-0.1599982539633369
97,0,97,sto,8.670797978993505e-05,0.009311711968802249,0.01440371100034099,20,1,20,0,1.0,0.04788511656637393,0.47307743244458134,1029.28552214689,49.28745720808488,462.88906703011764,cache_hit,0.0004782990239620647,5,5,0.49364227680288725,-0.15985355939863838
98,0,98,sto,8.487537706969306e-05,0.00921278335084968,0.01351791100751143,20,1,20,0,1.0,0.04861617729558412,0.4802335221636074,1029.28552214689,50.039927432471075,493.80155321249663,cache_hit,0.0004717938656851626,6,6,0.49354250362599467,-0.159695332830747
99,0,99,sto,8.307652751682326e-05,0.009114632604599226,0.01672917000541929,20,1,20,0,1.0,0.04933623721459926,0.48729921665255554,1029.28552214689,50.78107468219162,520.5310497831255,cache_hit,0.0004651271717105117,6,6,0.49344972622331373,-0.15952696245561152
100,0,100,sto,8.131089271046221e-05,0.009017255275884243,0.014072420992306434,20,1,20,0,1.0,0.050050063094734865,0.4942992298029562,1029.28552214689,51.51580532594896,509.98335683415365,cache_hit,0.0004583760298398868,6,6,0.4933613350091443,-0.1593525893335509
101,0,101,sto,7.957736670505255e-05,0.008920614704438957,0.01778499899955932,20,0,19,1,0.95,0.050760213306761386,0.5012618729176654,1029.28552214689,52.2467526577374,563.1504002331596,cache_hit,0.0004526089667320291,5,5,0.4932745601818844,-0.15917662629918677
102,0,102,sto,7.787003414705396e-05,0.008824399931273172,0.014018892994499765,20,1,20,0,1.0,0.05147319862117169,0.47294548099816053,1029.28552214689,52.98061811936327,527.2387162774947,cache_hit,0.00044603493399392354,6,6,0.4931832916608092,-0.15900886354614419
103,0,103,sto,7.618610834470019e-05,0.008728465406055074,0.01467401000263635,20,1,20,0,1.0,0.052191001522260666,0.47950271832653196,1029.28552214689,53.719442253209195,547.8415697520994,cache_hit,0.0004396768880694501,6,6,0.49308609819015414,-0.15885163241451167
104,0,104,sto,7.45224897400476e-05,0.008632640948171516,0.01578301499830559,20,1,20,0,1.0,0.052915685133422964,0.4861134218624281,1029.28552214689,54.46534860231567,573.4238951123314,cache_hit,0.00043357000766565466,6,6,0.4929817184668336,-0.1587069604308809
