epoch,segment,local_epoch,loss,rmse,implicit_grad_seconds,cumulative_backward_seconds,grad_rate_norm,n_adjoint_queries,sto_cache_hit_rate,sto_cache_hits,sto_exact_queries,sto_kappa_recomputes,rho_max_seen,kappa,eta_max_seen,reason
30,0,30,0.000229091034270823,0.015135753508524873,0.015405480007757433,0.5289448789990274,0.0007924929064173347,20,1.0,20,0,0,0.09862328524415935,1029.28552214689,100.08207905299393,cache_hit
31,0,31,0.00022745144087821245,0.015081493323879185,0.02135775399801787,0.5503026329970453,0.0007902809795448688,20,1.0,20,0,0,0.10292990434610291,1029.28552214689,104.80710924201279,cache_hit
32,0,32,0.000225781841436401,0.015026038780610177,0.01591157799703069,0.566214210994076,0.0007879954209230693,20,1.0,20,0,0,0.10761271168663748,1029.28552214689,109.89335970995472,cache_hit
33,0,33,0.00022408203221857548,0.014969369800314757,0.017333527008304372,0.5835477380023804,0.0007856228234764886,20,1.0,20,0,0,0.11265310603019836,1029.28552214689,115.32176743339494,cache_hit
34,0,34,0.0002223522897111252,0.014911481808027168,0.016857007998623885,0.6004047460010042,0.0007831377001055479,20,1.0,20,0,0,0.11802877797422474,1029.28552214689,121.06932203023031,cache_hit
35,0,35,0.0002205934579251334,0.014852388963568568,0.016340146990842186,0.6167448929918464,0.0007805245337349548,20,1.0,20,0,0,0.12371601297518361,1029.28552214689,127.11365731760233,cache_hit
36,0,36,0.00021880566782783717,0.01479208125409799,0.014105649999692105,0.6308505429915385,0.0007777566211322789,20,1.0,20,0,0,0.12968795749324738,1029.28552214689,133.42842897303495,cache_hit
37,0,37,0.00021698900673072785,0.014730546722057801,0.01365403100498952,0.644504573996528,0.0007748186437829996,20,1.0,20,0,0,0.13592029894863306,1029.28552214689,139.99052496567103,cache_hit
38,0,38,0.00021514292166102678,0.014667751077142903,0.014338932000100613,0.6588435059966287,0.0007716936370052634,20,1.0,20,0,0,0.14238834365237926,1029.28552214689,146.77773893140485,cache_hit
39,0,39,0.0002132687222911045,0.014603722891478889,0.014214769995305687,0.6730582759919344,0.0007683653758318338,20,1.0,20,0,0,0.1490683287636785,1029.28552214689,153.7671982805334,cache_hit
40,0,40,0.00021136642317287624,0.014538446380988453,0.02289961300266441,0.6959578889945988,0.0007648230609692594,20,1.0,20,0,0,0.15593905745353775,1029.28552214689,160.94084060581238,cache_hit
41,0,41,0.00020943625713698566,0.014471912697946518,0.013931951005361043,0.7098898399999598,0.0007610569601685573,20,1.0,20,0,0,0.16298174300962437,1029.28552214689,168.2798183656322,cache_hit
42,0,42,0.00020747976668644696,0.014404157965200429,0.013993708998896182,0.723883548998856,0.0007570652905258176,20,1.0,20,0,0,0.17018155558090028,1029.28552214689,175.77197982252227,cache_hit
43,0,43,0.0002054976357612759,0.014335188724299234,0.014930653996998444,0.7388142029958544,0.0007528427316893443,20,1.0,20,0,0,0.17752227997745323,1029.28552214689,183.40211103398605,cache_hit
44,0,44,0.0002034911885857582,0.014265033774434542,0.014453411000431515,0.753267613996286,0.0007484004068259659,20,1.0,20,0,0,0.18499730756873423,1029.28552214689,191.16500417247389,cache_hit
45,0,45,0.0002014616911765188,0.014193720131682137,0.014142972999252379,0.7674105869955383,0.0007437451790110387,20,1.0,20,0,0,0.1925983040082732,1029.28552214689,199.053729351531,cache_hit
46,0,46,0.00019941071514040232,0.014121285888346087,0.014208848995622247,0.7816194359911606,0.0007388904660363444,20,1.0,20,0,0,0.20032100786387108,1029.28552214689,207.06465391328086,cache_hit
47,0,47,0.0001973396574612707,0.01404776343270596,0.013750395009992644,0.7953698310011532,0.000733855667895029,20,1.0,20,0,0,0.2081655757531012,1029.28552214689,215.199239689872,cache_hit
48,0,48,0.00019524992967490107,0.013973186096052005,0.014387091010576114,0.8097569220117293,0.0007286598043542331,20,1.0,20,0,0,0.21613139912604343,1029.28552214689,223.45738232552773,cache_hit
49,0,49,0.00019314275414217263,0.013897580873741036,0.013757923996308818,0.8235148460080381,0.0007233241555863661,20,1.0,20,0,0,0.22422168060113506,1029.28552214689,231.84256629584712,cache_hit
50,0,50,0.00019101842190138996,0.013820941426016897,0.013853358002961613,0.8373682040109998,0.0007178820663550138,20,1.0,20,0,0,0.23244445970841748,1029.28552214689,240.36470500081614,cache_hit
51,0,51,0.00018887818441726267,0.013743295980850542,0.014560102004907094,0.8519283060159069,0.0007123500892058443,20,1.0,20,0,0,0.24080264835737403,1029.28552214689,249.02623232870658,cache_hit
52,0,52,0.0001867219980340451,0.013664625791950729,0.015051057009259239,0.8669793630251661,0.000706755974323319,20,1.0,20,0,0,0.24930308071825455,1029.28552214689,257.8350307161272,cache_hit
53,0,53,0.00018455008103046566,0.013584921090329,0.01422941499913577,0.8812087780243019,0.0007011233341953321,20,1.0,20,0,0,0.2579530926321623,1029.28552214689,266.7984850098324,cache_hit
54,0,54,0.00018236211326438934,0.013504151704731007,0.01349690200004261,0.8947056800243445,0.000695474549687862,20,1.0,20,0,0,0.2667603625394349,1029.28552214689,275.9245744003639,cache_hit
55,0,55,0.00018015858950093389,0.013422316845497795,0.01251077999768313,0.9072164600220276,0.0006898195296887786,20,1.0,20,0,0,0.2757271000015166,1029.28552214689,285.2149337928486,cache_hit
56,0,56,0.00017793814186006784,0.013339345630879644,0.013031629991019145,0.9202480900130467,0.0006841869433433002,20,1.0,20,0,0,0.28486348009082635,1029.28552214689,294.68169382185454,cache_hit
57,0,57,0.00017570210911799222,0.013255267221674267,0.013188158001867123,0.9334362480149139,0.0006785711612178272,20,1.0,20,0,0,0.29416586494594815,1029.28552214689,304.3195900719007,cache_hit
58,0,58,0.00017344977823086083,0.013170033342055775,0.013812994002364576,0.9472492420172784,0.0006729920868069966,20,1.0,20,0,1,0.30364154946338423,1029.28552214689,314.1364805355299,cache_hit
59,0,59,0.0001711822405923158,0.013083663118267598,0.014935428000171669,0.9621846700174501,0.0006674435673351362,20,1.0,20,0,2,0.31328546303940763,1029.28552214689,324.127678962199,cache_hit
60,0,60,0.00016889986000023782,0.012996147890826645,0.01380811000126414,0.9759927800187143,0.0006619300854424277,20,1.0,20,0,2,0.3230995866943082,1029.28552214689,334.29401246774984,cache_hit
61,0,61,0.00016660409164614975,0.012907520739714105,0.013636566000059247,0.9896293460187735,0.0006564437112642399,20,1.0,20,0,2,0.3330770235581762,1029.28552214689,344.629077165779,cache_hit
62,0,62,0.00016429608513135463,0.012817803444091138,0.014232772009563632,1.0038621180283371,0.0006509807953640476,20,1.0,20,0,3,0.34321399012714376,1029.28552214689,344.8715416354292,cache_hit
63,0,63,0.00016197818331420422,0.012727064992141912,0.015034374999231659,1.0188964930275688,0.0006455229672969022,20,1.0,20,0,4,0.3534998069560262,1029.28552214689,360.7973002696023,cache_hit
64,0,64,0.00015965157945174724,0.01263533060318357,0.014815960996202193,1.033712454023771,0.0006400660304364489,20,1.0,20,0,5,0.3639281880054563,1029.28552214689,409.3067558657482,cache_hit
65,0,65,0.00015731844177935272,0.012542664859564442,0.01348265701381024,1.0471951110375812,0.0006345936278486618,20,1.0,20,0,5,0.37448935604041367,1029.28552214689,451.65949250555593,cache_hit
66,0,66,0.0001549810403957963,0.012449138138674352,0.01430188599624671,1.061496997033828,0.0006290890037416041,20,1.0,20,0,5,0.38517115505754673,1029.28552214689,429.34002689747734,cache_hit
67,0,67,0.00015264174726326019,0.012354826881152976,0.014081599001656286,1.0755785960354842,0.0006235393551739094,20,1.0,20,0,5,0.39596274955062427,1029.28552214689,449.16449894721507,cache_hit
68,0,68,0.00015030187205411494,0.012259766394761156,0.013985287005198188,1.0895638830406824,0.0006179353208805238,20,1.0,20,0,7,0.406855760695584,1029.28552214689,444.00354719628,cache_hit
69,0,69,0.00014796396135352552,0.012164043791170991,0.01497615200059954,1.104540035041282,0.0006122601296258268,20,1.0,20,0,8,0.41783731886957814,1029.28552214689,509.16569089530316,cache_hit
70,0,70,0.0001456295431125909,0.012067706621914162,0.014859920993330888,1.1193999560346128,0.0006065089108389676,20,1.0,20,0,8,0.4288993947934385,1029.28552214689,426.6990135740042,cache_hit
71,0,71,0.00014330113481264561,0.011970845200429485,0.013649889006046578,1.1330498450406594,0.0006006667434494368,20,1.0,20,0,8,0.4400299018867664,1029.28552214689,577.098088828389,cache_hit
72,0,72,0.00014097927487455308,0.011873469369756806,0.015336322991061024,1.1483861680317204,0.0005947426499723866,20,1.0,20,0,8,0.45122901883915817,1029.28552214689,569.2691817435168,cache_hit
73,0,73,0.00013866639346815646,0.011775669554983124,0.015227710988256149,1.1636138790199766,0.0005887254123558049,20,1.0,20,0,8,0.4624835165977098,1029.28552214689,477.0877683174393,cache_hit
74,0,74,0.0001363625779049471,0.011677438841841439,0.015085716993780807,1.1786995960137574,0.0005826334019659768,20,1.0,20,0,8,0.4737973368289257,1029.28552214689,521.0341037088556,cache_hit
75,0,75,0.0001340697635896504,0.011578849838807411,0.01367320099961944,1.1923727970133768,0.0005764626954692012,20,1.0,20,0,9,0.48516429307224307,1029.28552214689,508.37809918143193,cache_hit
76,0,76,0.00013178848894312978,0.011479916765514015,0.014369071010150947,1.2067418680235278,0.0005702265134163517,20,1.0,20,0,9,0.49658260713236796,1029.28552214689,610.0087930809082,cache_hit
77,0,77,0.00012951901589985937,0.011380642156744029,0.0198665380012244,1.2266084060247522,0.0005664063652180857,20,0.95,19,1,8,0.5080568955878467,1029.28552214689,612.7709705304161,cache_hit
78,0,78,0.00012724558473564684,0.011280318467829125,0.019711996996193193,1.2463204030209454,0.0005627453666356195,20,0.95,19,1,8,0.5090783900719047,1029.28552214689,677.5133618921428,cache_hit
79,0,79,0.00012495717965066433,0.011178424739231568,0.015028219000669196,1.2613486220216146,0.0005570214576949132,20,1.0,20,0,8,0.4657879629362094,1029.28552214689,692.3552895218113,cache_hit
80,0,80,0.00012265970872249454,0.011075184365169482,0.014598519992432557,1.2759471420140471,0.0005516451484259918,20,1.0,20,0,9,0.47643929979599087,1029.28552214689,590.5240635458238,cache_hit
81,0,81,0.00012036167026963085,0.010970946644188496,0.017071309994207695,1.2930184520082548,0.000546541042512872,20,1.0,20,0,9,0.4872485539327322,1029.28552214689,704.6273192880006,cache_hit
82,0,82,0.00011807065311586484,0.01086603207780397,0.014516609997372143,1.307535062005627,0.0005416335991320451,20,1.0,20,0,9,0.4981779130623924,1029.28552214689,584.7613014123198,cache_hit
83,0,83,0.00011579514102777466,0.01076081507265015,0.033324977004667744,1.3408600390102947,0.0005407461668053628,20,0.9,18,2,7,0.509178230573835,1029.28552214689,597.6734755880029,cache_hit
84,0,84,0.00011352598812663928,0.010654857489738625,0.014930129997082986,1.3557901690073777,0.0005360814429952007,20,1.0,20,0,7,0.49879316042065364,1029.28552214689,641.542714238255,cache_hit
85,0,85,0.00011127444304293022,0.010548670202586211,0.01715343099203892,1.3729435999994166,0.0005341708331745668,20,0.95,19,1,6,0.5098263920645238,1029.28552214689,655.7335451022117,cache_hit
86,0,86,0.00010904118971666321,0.010442278952252866,0.014526572995237075,1.3874701729946537,0.0005298720641681502,20,1.0,20,0,6,0.46771131842650204,1029.28552214689,456.1241120820384,cache_hit
87,0,87,0.00010683659638743848,0.01033617900326027,0.014187376989866607,1.4016575499845203,0.0005257324910622588,20,1.0,20,0,6,0.4776804328486153,1029.28552214689,419.3336944297763,cache_hit
88,0,88,0.00010466729145264253,0.010230703370376962,0.015176449000136927,1.4168339989846572,0.0005216017214648188,20,1.0,20,0,6,0.4876295712747169,1029.28552214689,423.62683845669494,cache_hit
89,0,89,0.00010253640357404947,0.010126026050433086,0.014351033009006642,1.4311850319936639,0.0005173263076672601,20,1.0,20,0,7,0.49748976039945436,1029.28552214689,489.16899444265823,cache_hit
90,0,90,0.00010044412920251489,0.010022181858383676,0.021799828013172373,1.4529848600068362,0.0005156826408915775,20,0.9,18,2,5,0.5072020641424966,1029.28552214689,488.90660160107564,cache_hit
91,0,91,9.838487312663347e-05,0.009918914916795762,0.013856401012162678,1.466841261018999,0.0005108667228827744,20,1.0,20,0,5,0.4999369191506629,1029.28552214689,497.6075041084958,cache_hit
92,0,92,9.635889728087932e-05,0.009816256785602103,0.02076408200082369,1.4876053430198226,0.0005069788345236115,20,0.95,19,1,5,0.5092822633647526,1029.28552214689,491.6385711634968,cache_hit
93,0,93,9.436498658033088e-05,0.009714164224488429,0.014814569003647193,1.5024199120234698,0.0005017566382823288,20,1.0,20,0,5,0.44325048813301154,1029.28552214689,446.77437113724704,cache_hit
94,0,94,9.240287181455642e-05,0.00961264125069465,0.01396671700058505,1.5163866290240549,0.0004963070180597802,20,1.0,20,0,5,0.45089610032876026,1029.28552214689,448.39069538980925,cache_hit
95,0,95,9.047238563653082e-05,0.009511697305766769,0.013329541994608007,1.5297161710186629,0.0004905852732211334,20,1.0,20,0,5,0.45841739928096004,1029.28552214689,506.5137916635366,cache_hit
96,0,96,8.857396460371092e-05,0.009411374214412628,0.014084700989769772,1.5438008720084326,0.0004845782647504938,20,1.0,20,0,5,0.46581055568036256,1029.28552214689,571.404807521983,cache_hit
97,0,97,8.670797978993505e-05,0.009311711968802249,0.01440371100034099,1.5582045830087736,0.0004782990239620647,20,1.0,20,0,5,0.47307743244458134,1029.28552214689,462.88906703011764,cache_hit
98,0,98,8.487537706969306e-05,0.00921278335084968,0.01351791100751143,1.571722494016285,0.0004717938656851626,20,1.0,20,0,6,0.4802335221636074,1029.28552214689,493.80155321249663,cache_hit
99,0,99,8.307652751682326e-05,0.009114632604599226,0.01672917000541929,1.5884516640217043,0.0004651271717105117,20,1.0,20,0,6,0.48729921665255554,1029.28552214689,520.5310497831255,cache_hit
100,0,100,8.131089271046221e-05,0.009017255275884243,0.014072420992306434,1.6025240850140108,0.0004583760298398868,20,1.0,20,0,6,0.4942992298029562,1029.28552214689,509.98335683415365,cache_hit
101,0,101,7.957736670505255e-05,0.008920614704438957,0.01778499899955932,1.62030908401357,0.0004526089667320291,20,0.95,19,1,5,0.5012618729176654,1029.28552214689,563.1504002331596,cache_hit
102,0,102,7.787003414705396e-05,0.008824399931273172,0.014018892994499765,1.6343279770080699,0.00044603493399392354,20,1.0,20,0,6,0.47294548099816053,1029.28552214689,527.2387162774947,cache_hit
103,0,103,7.618610834470019e-05,0.008728465406055074,0.01467401000263635,1.6490019870107062,0.0004396768880694501,20,1.0,20,0,6,0.47950271832653196,1029.28552214689,547.8415697520994,cache_hit
104,0,104,7.45224897400476e-05,0.008632640948171516,0.01578301499830559,1.6647850020090118,0.00043357000766565466,20,1.0,20,0,6,0.4861134218624281,1029.28552214689,573.4238951123314,cache_hit
105,0,105,7.287791959242895e-05,0.008536856540462007,0.013642584992339835,1.6784275870013516,0.00042771781514338805,20,1.0,20,0,6,0.4927784646004974,1029.28552214689,600.1216192085542,cache_hit
106,0,106,7.125183765310794e-05,0.00844108036054082,0.015509777003899217,1.6939373640052509,0.00042211300093218543,20,1.0,20,0,7,0.4994933816348973,1029.28552214689,555.7047993549716,cache_hit
107,0,107,6.964527710806578e-05,0.008345374593633636,0.017469723999965936,1.7114070880052168,0.000417548323862867,20,0.95,19,1,6,0.506246551311321,1029.28552214689,559.7404388010366,cache_hit
108,0,108,6.805721204727888e-05,0.00824967951179189,0.013752225000644103,1.725159313005861,0.0004124023793773419,20,1.0,20,0,6,0.4921535351523598,1029.28552214689,560.9652245094497,cache_hit
109,0,109,6.649050919804722e-05,0.008154171275981835,0.014053833001526073,1.739213146007387,0.0004074605714472746,20,1.0,20,0,6,0.4987232313629104,1029.28552214689,595.78305775321,cache_hit
110,0,110,6.494853005278856e-05,0.008059065085528753,0.01758713500748854,1.7568002810148755,0.00040325999858218314,20,0.95,19,1,6,0.5052894320170965,1029.28552214689,603.6271501426528,cache_hit
111,0,111,6.343246786855161e-05,0.007964450255262545,0.013877531993784942,1.7706778130086605,0.0003985545979581653,20,1.0,20,0,7,0.4855662405926741,1029.28552214689,497.0399130221596,cache_hit
112,0,112,6.194537854753435e-05,0.007870538644053172,0.015333464005379938,1.7860112770140404,0.0003938963091747952,20,1.0,20,0,7,0.49923756386629425,1029.28552214689,484.10339659216106,cache_hit
113,0,113,6.0489321185741574e-05,0.00777748810257795,0.01892788099939935,1.8049391580134397,0.0003921376152104103,20,0.95,19,1,6,0.5127610669059972,1029.28552214689,597.6061937705716,cache_hit
114,0,114,5.905892976443283e-05,0.007684980791415996,0.013641405006637797,1.8185805630200775,0.0003875508255194016,20,1.0,20,0,6,0.447063689116304,1029.28552214689,513.5375622615625,cache_hit
115,0,115,5.765692185377702e-05,0.007593215514772185,0.015351406007539481,1.833931969027617,0.0003830631487744747,20,1.0,20,0,7,0.4587743081112536,1029.28552214689,524.0960369789331,cache_hit
116,0,116,5.6285593018401414e-05,0.007502372492645337,0.014802950987359509,1.8487349200149765,0.0003785880509480594,20,1.0,20,0,7,0.47036177615980185,1029.28552214689,586.359022627466,cache_hit
117,0,117,5.494636207004078e-05,0.007412581336487363,0.014547514001606032,1.8632824340165826,0.0003740483912510902,20,1.0,20,0,8,0.4817751173918617,1029.28552214689,529.7972321604898,cache_hit
118,0,118,5.3639774705516174e-05,0.00732391798872135,0.014160355000058189,1.8774427890166407,0.0003693885003720763,20,1.0,20,0,8,0.49297602895698084,1029.28552214689,575.0880907456055,cache_hit
119,0,119,5.2366067393450066e-05,0.00723644024320315,0.017724279998219572,1.8951670690148603,0.0003672533207420889,20,0.95,19,1,7,0.5039410382962805,1029.28552214689,578.2136038610503,cache_hit
120,0,120,5.111932478030212e-05,0.007149777953216598,0.014024115007487126,1.9091911840223474,0.0003624635153388712,20,1.0,20,0,7,0.47194019580191104,1029.28552214689,521.5047659014947,cache_hit
121,0,121,4.99001398566179e-05,0.007064003104233314,0.013773783997748978,1.9229649680200964,0.00035772867521279716,20,1.0,20,0,8,0.47684295722084824,1029.28552214689,486.62583196383713,cache_hit
122,0,122,4.870852717431262e-05,0.0069791494592330245,0.014270010011387058,1.9372349780314835,0.0003530241404852125,20,1.0,20,0,8,0.48169337424427616,1029.28552214689,539.3818565524441,cache_hit
123,0,123,4.754473047796637e-05,0.006895268702376026,0.01525519099959638,1.9524901690310799,0.00034832255350491045,20,1.0,20,0,8,0.48648324949605787,1029.28552214689,574.4194524570705,cache_hit
124,0,124,4.640875704353675e-05,0.006812397305173617,0.01479495300736744,1.9672851220384473,0.0003436076812660911,20,1.0,20,0,8,0.4912082507413249,1029.28552214689,616.9868134249676,cache_hit
125,0,125,4.530055230134167e-05,0.0067305684976338865,0.014723000000230968,1.9820081220386783,0.00033887097874739835,20,1.0,20,0,8,0.49586556741864224,1029.28552214689,623.8740354735473,cache_hit
126,0,126,4.421931225806475e-05,0.006649760315835808,0.019039298000279814,2.001047420038958,0.00033446957752311375,20,0.95,19,1,7,0.5004567221731323,1029.28552214689,582.2210753442248,cache_hit
127,0,127,4.3163767259102315e-05,0.006569913793886668,0.01667433700640686,2.017721757045365,0.000329745689236507,20,1.0,20,0,7,0.4954937673840688,1029.28552214689,671.5311995536146,cache_hit
128,0,128,4.2132847738685086e-05,0.006490982031918212,0.020145478993072174,2.037867236038437,0.0003272775178005528,20,0.95,19,1,6,0.5052946846046492,1029.28552214689,658.0822322044846,cache_hit
129,0,129,4.1121071262750775e-05,0.006412571345626556,0.013685811994946562,2.0515530480333837,0.00032283073456037316,20,1.0,20,0,7,0.4778060710943556,1029.28552214689,716.671868694331,cache_hit
130,0,130,4.012895078631118e-05,0.006334741572180445,0.014274865010520443,2.065827913043904,0.0003186064327295722,20,1.0,20,0,7,0.48462088337956927,1029.28552214689,673.8586300138091,cache_hit
131,0,131,3.915743582183495e-05,0.006257590256786949,0.014719487007823773,2.080547400051728,0.00031455939454380345,20,1.0,20,0,8,0.4932992897753749,1029.28552214689,490.8268982671881,cache_hit
132,0,132,3.820775236818008e-05,0.006181241976187316,0.04122127300070133,2.121768673052429,0.0003126725185402376,20,0.95,19,1,8,0.5019288974112477,1029.28552214689,649.6412263381036,cache_hit
133,0,133,3.727718649315648e-05,0.006105504605940158,0.014685479996842332,2.1364541530492716,0.0003089512474186224,20,1.0,20,0,8,0.49444446032348327,1029.28552214689,646.3636253546789,cache_hit
134,0,134,3.636813926277682e-05,0.006030600240670644,0.01788532499631401,2.1543394780455856,0.0003053981667854592,20,1.0,20,0,8,0.49857291143978494,1029.28552214689,634.5362725802926,cache_hit
135,0,135,3.548246240825392e-05,0.0059567157400915085,0.018750708011793904,2.1730901860573795,0.0003021245939816398,20,0.95,19,1,7,0.5026582350935995,1029.28552214689,639.7356847105858,cache_hit
136,0,136,3.4621014492586255e-05,0.0058839624822551555,0.014067330994294025,2.1871575170516735,0.0002986580836680636,20,1.0,20,0,7,0.4707323897489163,1029.28552214689,366.82350319481355,cache_hit
137,0,137,3.378437759238295e-05,0.00581243301831367,0.014026490011019632,2.201184007062693,0.00029514087009887755,20,1.0,20,0,7,0.47798229473758036,1029.28552214689,386.6892156629551,cache_hit
138,0,138,3.2972289773169905e-05,0.005742150274345831,0.01401921700744424,2.2152032240701374,0.0002915073078761515,20,1.0,20,0,8,0.4850341418849958,1029.28552214689,354.4106165345411,cache_hit
139,0,139,3.2184358133235946e-05,0.00567312595781514,0.01416007400257513,2.2293632980727125,0.00028772301993254177,20,1.0,20,0,8,0.4918702984399084,1029.28552214689,409.34439119025177,cache_hit
140,0,140,3.1419960578205064e-05,0.00560535106645472,0.013483219998306595,2.242846518071019,0.0002837760904926398,20,1.0,20,0,8,0.498485840762711,1029.28552214689,430.2725895765522,cache_hit
141,0,141,3.067872239626013e-05,0.005538837639456506,0.017448861006414518,2.2602953790774336,0.00028133753364286736,20,0.95,19,1,7,0.5048961866583486,1029.28552214689,435.12413968843487,cache_hit
142,0,142,2.995699833263643e-05,0.005473298670147321,0.017399560994817875,2.2776949400722515,0.00027729453947536464,20,1.0,20,0,7,0.46771311122390646,1029.28552214689,406.8903579148611,cache_hit
